,rst_name,menu_name,price,platform
7,호 파스타,치킨과 버터풍미 크림,"9,900원",1
8,호 파스타,쉬림프 토마토 푸타네스카,"8,900원",1
9,호 파스타,쉬림프 엔쵸비 루꼴라 오일,"8,900원",1
10,호 파스타,트러플 바질 크림 리조또,"10,900원",1
11,호 파스타,감바스 알 아히요,"10,900원",1
12,호 파스타,크림치즈 토마토 브루스케타,"1,800원",1
13,호 파스타,바질페스토 모짜렐라 브루스케타,"1,800원",1
14,호 파스타,홈메이드 샐러드,"3,500원",1
15,호 파스타,프로슈토 루꼴라 샐러드,"5,900원",1
16,호 파스타,리얼 레몬에이드,"3,500원",1
17,호 파스타,리얼 자몽에이드,"3,500원",1
18,호 파스타,화이트 와인,"3,900원",1
19,호 파스타,레드와인,"3,900원",1
0,호야초밥참치 본점,B특호야,"20,000원",1
1,호야초밥참치 본점,C연어(양파소스),"25,000원",1
2,호야초밥참치 본점,소고기초밥 (12pcs),"25,000원",1
3,호야초밥참치 본점,호야연어한판,"30,000원",1
4,호야초밥참치 본점,런치초밥(11시30~15시)10pcs,"13,000원",1
5,호야초밥참치 본점,A호야,"16,000원",1
6,호야초밥참치 본점,회덮밥,"9,000원",1
7,호야초밥참치 본점,복지리(하얀국물),"10,000원",1
8,호야초밥참치 본점,알탕,"10,000원",1
9,호야초밥참치 본점,로얄스시,"35,000원",1
10,호야초밥참치 본점,참다랑어 참치뱃살,"31,000원",1
11,호야초밥참치 본점,참다랑어 가마도로&오도로,"43,000원",1
12,호야초밥참치 본점,참다랑어 오도로 초밥,"60,000원",1
13,호야초밥참치 본점,대뱃살,"50,000원",1
14,호야초밥참치 본점,광어초밥(12pcs),"27,000원",1
15,호야초밥참치 본점,"광어6,연어6","28,000원",1
16,호야초밥참치 본점,참돔&연어,"43,000원",1
17,호야초밥참치 본점,연어회,"35,000원",1
18,호야초밥참치 본점,참돔&광어,"41,000원",1
19,호야초밥참치 본점,광어회,"35,000원",1
20,호야초밥참치 본점,광어&연어,"36,000원",1
21,호야초밥참치 본점,모둠회(10종이상),"70,000원",1
22,호야초밥참치 본점,참돔회,"43,000원",1
23,호야초밥참치 본점,메까도로,"36,000원",1
24,호야초밥참치 본점,활전복회(5마리),"25,000원",1
25,호야초밥참치 본점,산낙지알밥(한정수량),"17,000원",1
26,호야초밥참치 본점,랍스타볶음,"47,000원",1
27,호야초밥참치 본점,활전복철판(10마리),"30,000원",1
28,호야초밥참치 본점,참돔머리조림,"20,000원",1
29,호야초밥참치 본점,메로구이,"25,000원",1
30,호야초밥참치 본점,서더리탕,"7,000원",1
31,호야초밥참치 본점,다꼬와사비(한접시),"10,000원",1
32,호야초밥참치 본점,연어알(2pcs),"12,000원",1
33,호야초밥참치 본점,카니미소마끼(2pcs),"4,000원",1
34,호야초밥참치 본점,날치알마끼(2pcs),"4,000원",1
35,호야초밥참치 본점,전복죽(활전복 3마리),"15,000원",1
36,호야초밥참치 본점,장어덮밥,"16,000원",1
37,호야초밥참치 본점,대광어 회덮밥,"15,000원",1
38,호야초밥참치 본점,연어지라시,"12,000원",1
39,호야초밥참치 본점,전복알밥,"12,000원",1
40,호야초밥참치 본점,카니미소알밥,"11,000원",1
41,호야초밥참치 본점,알밥,"9,000원",1
42,호야초밥참치 본점,산낙지알밥,"17,000원",1
0,남한강민물매운탕,미꾸라지튀김,"20,000원",1
1,남한강민물매운탕,민물새우튀김,"20,000원",1
2,남한강민물매운탕,메기1 + 참게1,"40,000원",1
3,남한강민물매운탕,메기2 + 참게1,"59,000원",1
4,남한강민물매운탕,메기2 + 참게2,"76,000원",1
0,포비 본점,부타타마,"8,800원",1
1,포비 본점,카이센타마,"11,000원",1
2,포비 본점,콰트로치즈타마,,1
3,포비 본점,야키소바,"11,800원",1
4,포비 본점,하이볼,,1
5,포비 본점,츄하이,"5,700원",1
6,포비 본점,카시스,"6,800원",1
7,포비 본점,호르몬야키소바,,1
8,포비 본점,네기야키,"13,800원",1
9,포비 본점,모던야키,"10,800원",1
0,에스프레소바 투또톤토,에스프레소 만돌라,3200~4500,1
1,에스프레소바 투또톤토,에스프레소 에르브 멘타,4100~6200,1
2,에스프레소바 투또톤토,투또톤토 디저트 10여종,,1
3,에스프레소바 투또톤토,탕종 소금빵3종_신규출시,3000~3400,1
4,에스프레소바 투또톤토,디저트 카놀리6종,3800~4000,1
5,에스프레소바 투또톤토,로쏘크림라떼,4200~6000,1
6,에스프레소바 투또톤토,투또 라떼,4000~5700,1
7,에스프레소바 투또톤토,너티 크림 라떼,4200~6000,1
8,에스프레소바 투또톤토,투또 아메리카노(스페셜),3300~5500,1
9,에스프레소바 투또톤토,에스프레소 푸루따레몬,3800~5400,1
10,에스프레소바 투또톤토,[패스오더전용]100원 아메리카노포장,100원,1
11,에스프레소바 투또톤토,아메리카노TAKE OUT ~40%할인,2500~3300,1
12,에스프레소바 투또톤토,탕종 크림소금빵4종_신규출시,3600~4500,1
13,에스프레소바 투또톤토,소금빵 샌드위치 2종_신규출시,5800~6200,1
14,에스프레소바 투또톤토,그레인 스페니쉬 라떼,4000~5800,1
15,에스프레소바 투또톤토,에스프레소 오가닉(더블),1800~2600,1
16,에스프레소바 투또톤토,에스프레소 오가닉 쥬케로(더블),1900~2800,1
17,에스프레소바 투또톤토,에스프레소디카페인,2100~3100,1
18,에스프레소바 투또톤토,에스프레소투또톤토스페셜프로세스,2200~3200,1
19,에스프레소바 투또톤토,에스프레소 로마노,2600~3800,1
20,에스프레소바 투또톤토,에스프레소 페페살레,2800~4000,1
21,에스프레소바 투또톤토,에스프레소 쵸코라토,3000~4300,1
22,에스프레소바 투또톤토,아메리카노 유기농(오가닉),2500~4800,1
23,에스프레소바 투또톤토,에스프레소 돌체 프레토 ICE,3300~4700,1
24,에스프레소바 투또톤토,에스프레소 마로키노(정통),3200~4500,1
25,에스프레소바 투또톤토,에스프레소 마끼아또(정통),3000~4200,1
26,에스프레소바 투또톤토,에스프레소 카푸치노(정통),3400~4800,1
27,에스프레소바 투또톤토,에스프레소 코레또(정통),3400~4800,1
28,에스프레소바 투또톤토,카페소스페소,"5,600원",1
29,에스프레소바 투또톤토,에스프레소 프루라또 카페자바칩,4500~6500,1
30,에스프레소바 투또톤토,에스프레소 프루라또 아그로자몽레몬,4300~6200,1
31,에스프레소바 투또톤토,플랫화이트,3300~5500,1
32,에스프레소바 투또톤토,투또톤또 시나몬카푸치노,4100~5900,1
33,에스프레소바 투또톤토,과테말라 아인슈페너,4200~6000,1
34,에스프레소바 투또톤토,초콜라또 칼도,4300~6200,1
35,에스프레소바 투또톤토,마차 프라골라 (시즌),4200~6000,1
36,에스프레소바 투또톤토,뱅뵤 빈 브룰레 (hot),4200~6000,1
37,에스프레소바 투또톤토,뱅쇼 빈 브룰레 (Ade),4200~6000,1
38,에스프레소바 투또톤토,더블베리라떼,4100~5900,1
39,에스프레소바 투또톤토,로즈 밀크티 라뗴,4000~5800,1
40,에스프레소바 투또톤토,리모니타 네로,4100~5900,1
41,에스프레소바 투또톤토,푸루따 아이스티(베리3종 숙성),4000~6200,1
42,에스프레소바 투또톤토,"자몽 석류 소다,티",6500~6600,1
43,에스프레소바 투또톤토,"애플 시나몬 소다,티",6500~6600,1
44,에스프레소바 투또톤토,에스프레소 크루엘라 그라니따5~9월,"6,800원",1
0,카페 아르무아,아인슈페너라떼,"6,800원",1
1,카페 아르무아,너틸리 아르무아,"7,300원",1
2,카페 아르무아,패션후르츠망고 에이드,"6,800원",1
3,카페 아르무아,잠봉 토스트,"9,300원",1
4,카페 아르무아,시나몬토스트,"6,300원",1
5,카페 아르무아,테디베어 초코무스,"7,300원",1
6,카페 아르무아,생긴것도치즈케이크,"7,300원",1
7,카페 아르무아,믹스매치,"7,300원",1
8,카페 아르무아,24밀크티,"6,300원",1
9,카페 아르무아,24피치밀크티,"6,300원",1
10,카페 아르무아,청포도라임 에이드,"6,800원",1
11,카페 아르무아,얼그레이갸또쇼콜라,"7,300원",1
12,카페 아르무아,티라미수케이크,"7,300원",1
13,카페 아르무아,초코스콘,"4,300원",1
14,카페 아르무아,말차스콘,"4,300원",1
15,카페 아르무아,르뱅쿠키,"3,800원",1
16,카페 아르무아,레몬에이드,"6,800원",1
17,카페 아르무아,말차라떼,"6,300원",1
18,카페 아르무아,초코라떼,"6,300원",1
19,카페 아르무아,미수가루,"6,300원",1
20,카페 아르무아,믹스드시터러스티,"4,800원",1
21,카페 아르무아,얼그레이,"4,800원",1
22,카페 아르무아,바닐라빈라떼,"6,300원",1
23,카페 아르무아,드라이카푸치노,"5,300원",1
24,카페 아르무아,콜드브루,"4,800원",1
25,카페 아르무아,카페라떼,"5,300원",1
26,카페 아르무아,아메리카노,"4,800원",1
0,메호르,1인 시푸드 빠에야,"12,000원",1
1,메호르,1인 치킨 빠에야,"11,000원",1
2,메호르,스프라이트 제로,"2,000원",1
3,메호르,제로 펩시 레몬,"2,000원",1
4,메호르,크림 초리조 양송이 구이,"10,000원",1
5,메호르,꿀 대구 구이&토마토 소스,"16,000원",1
6,메호르,몽키숄더 단품,"129,000원",1
7,메호르,몽키숄더 set,"137,000원",1
8,메호르,몽키숄더 하이볼,"8,500원",1
9,메호르,짐빔위스키 단품,"69,000원",1
10,메호르,짐빔위스키 set,"77,000원",1
11,메호르,짐빔하이볼,"7,000원",1
12,메호르,1인 먹물 빠에야,"11,500원",1
13,메호르,감바스,"12,000원",1
14,메호르,하몽 브리치즈 가지구이,"15,000원",1
15,메호르,이베리코 등심구이(400g),"25,000원",1
16,메호르,등갈비 플레터,"28,000원",1
17,메호르,샹그리아,"5,000원",1
18,메호르,뽈뽀,"20,000원",1
19,메호르,미트볼 토마토 냄비 요리,"13,000원",1
20,메호르,로제샹그리아,"6,000원",1
21,메호르,서울의 밤,"12,000원",1
22,메호르,화요,"25,000원",1
23,메호르,크림 미트볼 냄비요리,"12,000원",1
0,오사이초밥 건대본점,런치,"19,000원",1
1,오사이초밥 건대본점,디너,"29,000원",1
2,오사이초밥 건대본점,도미머리구이,"9,000원",1
3,오사이초밥 건대본점,연어머리구이,"7,000원",1
0,겐로쿠우동,지도리우동,"7,000원",1
1,겐로쿠우동,니꾸우동,"7,000원",1
2,겐로쿠우동,지도리소바,"8,500원",1
3,겐로쿠우동,니꾸소바,"8,500원",1
4,겐로쿠우동,키즈네우동,"7,000원",1
5,겐로쿠우동,키즈네소바,"7,500원",1
6,겐로쿠우동,자루우동,"7,000원",1
7,겐로쿠우동,자루소바,"7,500원",1
8,겐로쿠우동,어린이 새트,"5,000원",1
9,겐로쿠우동,토핑 지도리(닭고기),"2,500원",1
0,엘루이 피자 & 펍,직화 불고기 피자,"23,900원",1
1,엘루이 피자 & 펍,베이컨포테이토 피자,"19,900원",1
2,엘루이 피자 & 펍,페퍼로니 피자,"19,900원",1
3,엘루이 피자 & 펍,케이준 치킨 샐러드,"13,000원",1
4,엘루이 피자 & 펍,치즈 피자,"17,900원",1
5,엘루이 피자 & 펍,하와이안 피자,"19,900원",1
6,엘루이 피자 & 펍,고르곤졸라 피자,"19,900원",1
7,엘루이 피자 & 펍,양념치킨,"20,000원",1
8,엘루이 피자 & 펍,치즈시즈닝 감자튀김,"10,000원",1
0,로니로티,목살 스테이크 샐러드,"15,900원",1
1,로니로티,갈릭 삼겹살 스테이크 샐러드,"15,900원",1
2,로니로티,채끝 등심 스테이크 샐러드,"23,900원",1
3,로니로티,채끝 등심 찹 스테이크 샐러드,"23,900원",1
4,로니로티,부채살 스테이크 샐러드,"17,900원",1
5,로니로티,이탈리안 커틀렛,"9,900원",1
6,로니로티,연어 샐러드,"18,900원",1
7,로니로티,새우 샐러드,"18,900원",1
8,로니로티,갈비살 샐러드,"18,900원",1
9,로니로티,샐러드 스파게티,"15,900원",1
10,로니로티,베이컨 까르보나라,"12,900원",1
11,로니로티,해산물 까르보나라,"12,900원",1
12,로니로티,게살 딥 쉬림프 스파게티,"12,900원",1
13,로니로티,치킨 버섯 크림 스파게티,"12,900원",1
14,로니로티,해산물 토마토 스파게티,"11,900원",1
15,로니로티,해산물 올리브 스파게티,"11,900원",1
16,로니로티,해산물 야끼 스파게티,"12,900원",1
17,로니로티,오이스터 크림 스파게티(닭가슴살/베이컨/해산물 선택),"12,900원",1
18,로니로티,차돌박이 상하이 스파게티,"15,900원",1
19,로니로티,눈꽃 치즈 토마토 스파게티,"15,900원",1
20,로니로티,목살 필라프,"13,900원",1
21,로니로티,갈릭 게살 필라프,"13,900원",1
22,로니로티,김치 필라프,"12,900원",1
23,로니로티,새우 필라프,"13,900원",1
24,로니로티,해산물 야끼 필라프,"13,900원",1
25,로니로티,치킨 필라프,"12,900원",1
26,로니로티,해산물 토마토 리조또,"11,900원",1
27,로니로티,크림 리조또(베이컨/해산물 선택),"12,900원",1
28,로니로티,고르곤졸라 피자,"15,900원",1
29,로니로티,마르게리따 피자,"15,900원",1
30,로니로티,하와이언 피자,"17,900원",1
31,로니로티,디아볼라 피자,"17,900원",1
32,로니로티,시금치 피자,"17,900원",1
33,로니로티,리코타 치즈 샐러드,"9,900원",1
34,로니로티,보틀넥 포테이토 샐러드,"9,500원",1
35,로니로티,핑거 텐더 샐러드,"11,900원",1
36,로니로티,버팔로 윙 샐러드,"10,900원",1
37,로니로티,레몬생맥주,"4,500원",1
38,로니로티,청포도 에이드,"5,000원",1
39,로니로티,레몬에이드/복숭아 에이드/오렌지 에이드/체리 에이드/블루 레본에이드/자몽 에이드/블루베리 에이드,"4,500원",1
0,서울낙업,연어모둠사시미,"25,000원",1
1,서울낙업,차돌박이 참깨나베,"25,000원",1
2,서울낙업,오사카식 쿠시카츠,"9,900원",1
3,서울낙업,서울낙업 하이볼,"7,000원",1
4,서울낙업,수비드부채살타다키,"19,000원",1
5,서울낙업,에비가츠산도(오늘의추천메뉴),"12,000원",1
6,서울낙업,사케동,"9,800원",1
7,서울낙업,명란구이&감자사라다,"9,000원",1
8,서울낙업,쯔란옥수수튀김,"7,000원",1
9,서울낙업,유즈토마토,"9,000원",1
10,서울낙업,관동식 스키야키,"24,000원",1
11,서울낙업,생연어후토마끼,"22,000원",1
12,서울낙업,반반 연어초밥,"14,000원",1
13,서울낙업,고등어봉초밥,"13,000원",1
14,서울낙업,명란감자쿠션전,"15,000원",1
15,서울낙업,치폴레알배추구이,"8,000원",1
16,서울낙업,야키소바(비오는날에만 주문 가능),"13,000원",1
17,서울낙업,생연어사시미,"23,000원",1
18,서울낙업,오코노미야키(비.눈오는날만 주문가능),"16,000원",1
19,서울낙업,사케&전통주,,1
0,옥루몽 어린이대공원점,가마솥 전통팥빙수,"14,000원",1
1,옥루몽 어린이대공원점,흑미팥빵,"3,500원",1
2,옥루몽 어린이대공원점,치악산흑임자빙수,"16,000원",1
3,옥루몽 어린이대공원점,국산 찹쌀 빙수떡 추가 (6알),"3,000원",1
4,옥루몽 어린이대공원점,빙수팥추가,"3,000원",1
5,옥루몽 어린이대공원점,모과차,"6,500원",1
6,옥루몽 어린이대공원점,유자차,"6,500원",1
7,옥루몽 어린이대공원점,보은 대추차,"7,000원",1
8,옥루몽 어린이대공원점,생강차,"6,500원",1
9,옥루몽 어린이대공원점,오미자차,"6,500원",1
10,옥루몽 어린이대공원점,얼그레이,"5,500원",1
11,옥루몽 어린이대공원점,팥초코,"6,500원",1
12,옥루몽 어린이대공원점,가마솥 전통팥죽,"13,000원",1
13,옥루몽 어린이대공원점,단호박라떼,"6,500원",1
14,옥루몽 어린이대공원점,자몽에이드,"6,000원",1
15,옥루몽 어린이대공원점,레드깔라만시에이드,"6,000원",1
16,옥루몽 어린이대공원점,인절미 빙수,"17,000원",1
17,옥루몽 어린이대공원점,구움찰떡 6구,"25,000원",1
18,옥루몽 어린이대공원점,구움찰떡 12구,"48,000원",1
19,옥루몽 어린이대공원점,구움찰떡 6구 / 팥빵 4구,"41,000원",1
20,옥루몽 어린이대공원점,팥빵 8구,"34,000원",1
21,옥루몽 어린이대공원점,가마솥 단팥죽,"13,000원",1
22,옥루몽 어린이대공원점,가마솥 단호박죽,"13,000원",1
23,옥루몽 어린이대공원점,찹쌀 모나카(4개),"10,000원",1
24,옥루몽 어린이대공원점,아메리카노,"4,800원",1
25,옥루몽 어린이대공원점,카페라떼,"5,500원",1
26,옥루몽 어린이대공원점,바닐라라떼,"5,500원",1
27,옥루몽 어린이대공원점,교토우지녹차빙수,"16,000원",1
0,아찌떡볶이,친구세트,"12,000원",1
1,아찌떡볶이,패밀리세트,"18,000원",1
2,아찌떡볶이,아찌떡볶이,"4,000원",1
3,아찌떡볶이,찹쌀순대,"4,000원",1
4,아찌떡볶이,수제튀김,"4,000원",1
5,아찌떡볶이,부산어묵,"2,000원",1
6,아찌떡볶이,탄산음료,"2,000원",1
0,도쿄빙수,애플망고빙수,"13,000원",1
1,도쿄빙수,방울방울 토마토 빙수,"11,900원",1
2,도쿄빙수,딸기마스카포네빙수(계절),"13,500원",1
3,도쿄빙수,부끄부끄 복숭아 빙수(계절),"13,000원",1
4,도쿄빙수,피스타치오 빙수(new),"13,900원",1
5,도쿄빙수,달걀촉촉 후렌치토스트,"7,700원",1
6,도쿄빙수,노릇노릇 구운 당고 3pcs,"7,300원",1
7,도쿄빙수,직접우린 밀크티빙수,"13,000원",1
8,도쿄빙수,앙큼상큼 자두빙수(계절),"13,000원",1
9,도쿄빙수,제주 녹차 생크림 빙수,"13,000원",1
10,도쿄빙수,핑크리치 자몽 요거트 빙수,"13,000원",1
11,도쿄빙수,너를만나 콩.팥.콩.팥 빙수,"13,000원",1
12,도쿄빙수,찹쌀 떡구이 3pcs,"7,700원",1
13,도쿄빙수,아메리카노,"3,500원",1
0,정통집 건대점,돼지김치구이(소),"27,000원",1
1,정통집 건대점,돼지김치구이(중),"33,000원",1
2,정통집 건대점,돼지김치구이(대),"39,000원",1
0,최원석의 돼지한판 & 서해쭈꾸미 건대점,숙성삼겹살,"16,000원",1
1,최원석의 돼지한판 & 서해쭈꾸미 건대점,숙성주먹고기,"16,000원",1
2,최원석의 돼지한판 & 서해쭈꾸미 건대점,쭈꾸미철판,"15,000원",1
3,최원석의 돼지한판 & 서해쭈꾸미 건대점,쭈꾸미직화,"17,000원",1
0,조용한주택,채끝등심 스테이크,,1
1,조용한주택,파리지앵 시금치 뇨끼,"17,500원",1
2,조용한주택,화이트라구 파스타,"18,500원",1
3,조용한주택,쵸리조 페스토 파스타,"18,500원",1
4,조용한주택,머쉬룸 파스타,"19,000원",1
5,조용한주택,홍게 비스큐 파스타,"19,500원",1
0,민벅 건대점,알리오올리오,"9,900원",1
1,민벅 건대점,뽀모도로,"9,900원",1
2,민벅 건대점,새우크림파스타,"13,900원",1
3,민벅 건대점,로제커리파스타,"12,900원",1
4,민벅 건대점,미트소스 크림함박빠네,"14,900원",1
5,민벅 건대점,미트소스 토마토함박빠네,"14,900원",1
6,민벅 건대점,치즈찹스테이크,"15,900원",1
7,민벅 건대점,뽀모도르,"9,900원",1
8,민벅 건대점,봉골레파스타,"11,900원",1
9,민벅 건대점,핫치킨파스타,"13,900원",1
10,민벅 건대점,까르보나라,"10,900원",1
11,민벅 건대점,해산물크림파스타,"13,900원",1
12,민벅 건대점,찹스테이크,"15,900원",1
13,민벅 건대점,해산물토마토파스타,"13,900원",1
14,민벅 건대점,치즈품은 살리스버리 스테이크,"12,900원",1
15,민벅 건대점,살리스버리 스테이크,"11,900원",1
16,민벅 건대점,치즈샐러드,"14,900원",1
17,민벅 건대점,레몬크림새우샐러드,"14,900원",1
18,민벅 건대점,스틱감자와 샐러드,"11,900원",1
19,민벅 건대점,스테이크 샐러드,"14,900원",1
20,민벅 건대점,버섯샐러드,"13,900원",1
21,민벅 건대점,베이컨포테이토 피자,"17,900원",1
22,민벅 건대점,갈릭 피자,"15,900원",1
23,민벅 건대점,감베리요리,"23,900원",1
24,민벅 건대점,핫쉬림프 피자,"17,900원",1
25,민벅 건대점,고르곤졸라 피자,"15,900원",1
26,민벅 건대점,마르게리따 피자,"15,900원",1
27,민벅 건대점,디아블로 피자,"16,900원",1
28,민벅 건대점,핫치킨 피자,"17,900원",1
29,민벅 건대점,스테이크덮밥,"13,900원",1
30,민벅 건대점,불초밥,"12,900원",1
31,민벅 건대점,샤프란리조또,"13,900원",1
32,민벅 건대점,디아블로치킨,"14,900원",1
33,민벅 건대점,비프스테이크크림파스타,"13,900원",1
34,민벅 건대점,새우토마토파스타,"13,900원",1
0,오코노미야키식당 하나,돼지오징어타마 오코노미야키,"14,500원",1
1,오코노미야키식당 하나,야키소바,"13,500원",1
2,오코노미야키식당 하나,돼지타마 오코노미야키,"13,000원",1
3,오코노미야키식당 하나,오징어타마 오코노미야키,"14,000원",1
4,오코노미야키식당 하나,스페셜타마(돼지오징어우스지타마) 오코노미야키,"16,000원",1
5,오코노미야키식당 하나,우스지네기야키,"17,500원",1
6,오코노미야키식당 하나,시오소바,"14,000원",1
7,오코노미야키식당 하나,야키우동,"13,500원",1
8,오코노미야키식당 하나,모던야키,"15,500원",1
9,오코노미야키식당 하나,소바메시,"16,000원",1
10,오코노미야키식당 하나,하나소바,"17,000원",1
0,꼬메노,에스프레소 / 아메리카노,"4,000원",1
1,꼬메노,카페라떼,"4,500원",1
2,꼬메노,바닐라라떼/헤이즐넛라떼/샤커레또,"5,000원",1
3,꼬메노,생과일에이드:오렌지/레몬/자몽,"6,000원",1
4,꼬메노,퐁당오쇼콜라/티라미수,"6,500원",1
