,name,category,sub_category,address,contact,platform
0,모츠커피,0,"['에스프레소', '에스프레소바']",서울 광진구 화양동 15-20,070-4015-5501,1
0,하이디라오 건대점,0,['훠궈전문'],서울특별시 광진구 화양동 4-20 스타시티 영존 A동 2F,0507-1359-5683,1
0,우마이도 건대점,0,"['라멘', '돈코츠라멘']",서울특별시 광진구 화양동 3-29,02-467-8788,1
0,미분당,0,"['쌀국수', '힘줄쌀국수']",서울특별시 광진구 화양동 12-42,070-8880-0304,1
0,원조숯불소금구이,0,"['치맛살', '숯불소금구이']",서울특별시 광진구 화양동 20-25,02-2205-0808,1
0,초라멘,0,"['라멘', '토리파이탄']",서울특별시 광진구 화양동 16-28,0507-1343-5644,1
0,정면,0,"['국수', '고기국수']",서울특별시 광진구 화양동 32-17,0507-1401-3592,1
0,daughter,0,['브런치'],서울특별시 광진구 화양동 11-17,0507-1478-0559,1
0,호 파스타,0,"['파스타', '생면파스타']",서울시 광진구 화양동 12-52,0507-1486-1008,1
0,호야초밥참치 본점,0,"['스시', '연어']",서울특별시 광진구 화양동 10-1,0507-1498-3739,1
0,남한강민물매운탕,0,"['매운탕', '민물매운탕']",서울특별시 광진구 화양동 24-44,02-464-7568,1
0,포비 본점,0,"['오코노미야끼', '야키소바']",서울특별시 광진구 화양동 33-56,0507-1421-8556,1
0,에스프레소바 투또톤토,0,"['카페', '에스프레소바']",서울특별시 광진구 화양동 5-3 1층 투또톤토,0507-0289-5705,1
0,카페 아르무아,0,"['카페', '디저트']",서울특별시 광진구 화양동 5-32,02-463-9981,1
0,메호르,0,"['스페인음식', '빠에야']",서울특별시 광진구 화양동 11-1,0507-1313-8027,1
0,오사이초밥 건대본점,0,"['스시오마카세', '일식집']",서울특별시 광진구 화양동 1-16,0507-1423-5420,1
0,겐로쿠우동,0,"['우동', '지도리우동']",서울특별시 광진구 화양동 5-106,02-465-8545,1
0,엘루이 피자 & 펍,0,"['피자', '피맥']",서울시 광진구 화양동 8-4,0507-1309-1365,1
0,로니로티,0,"['파스타', '양식']",서울특별시 광진구 화양동 7-44,02-498-7999,1
0,서울낙업,0,"['이자카야', '하이볼']",서울특별시 광진구 화양동 5-35,0507-1385-0071,1
0,옥루몽 어린이대공원점,0,"['팥죽', '팥빙수']",서울특별시 광진구 화양동 111-124,0507-1491-9702,1
0,아찌떡볶이,0,"['떡볶이', '밀떡볶이']",서울특별시 광진구 화양동 34-5,02-462-8340,1
0,도쿄빙수,0,"['빙수', '토마토빙수']",서울특별시 광진구 화양동 10-2,02-466-2012,1
0,정통집 건대점,0,"['돼지김치구이', '볶음밥']",서울시 광진구 화양동 11-14,02-469-6432,1
0,최원석의 돼지한판 & 서해쭈꾸미 건대점,0,"['삼겹살', '고기집']",서울특별시 광진구 화양동 49-20,0507-1340-1272,1
0,조용한주택,0,"['스테이크', '파스타']",서울특별시 광진구 화양동 44-77,0507-1475-7576,1
0,민벅 건대점,0,"['파스타', '스테이크']",서울특별시 광진구 화양동 10-1,0507-1429-4455,1
0,오코노미야키식당 하나,0,"['오코노미야키', '일본']",서울특별시 광진구 화양동 31-4,02-469-8884,1
0,꼬메노,0,"['카페', '쇼콜라']",서울시 광진구 화양동 16-24,02-468-5177,1
0,버거킹 건대입구역점,0,"['버거', '패스트푸드']",서울특별시 광진구 화양동 7-3,070-7462-6823,1
0,서소문순두부보쌈,0,"['순두부찌개', '보쌈']",서울특별시 광진구 화양동 42-29,02-497-4910,1
0,홍콩반점0410 건대역점,0,"['짜장면', '중국집']",서울특별시 광진구 화양동 7-4,02-466-0410,1
0,감성타코,0,"['타코', '파히타']",서울특별시 광진구 화양동 10-1,02-462-8883,1
0,일광,0,"['이자카야', '술집']",서울시 광진구 화양동 47-43,0507-1364-2933,1
0,시홍쓰,0,"['중국가정식', '토마토계란덮밥']",서울특별시 광진구 화양동 94-1,0507-1491-4333,1
0,어멍네고기국수,0,"['고기국수', '고사리육개장']",서울특별시 광진구 화양동 33-30,02-467-5253,1
0,우화등선,0,"['소고기', '한우']",서울특별시 광진구 화양동 17-1,0507-1422-2016,1
0,대동집 건대점,0,"['술집', '막걸리']",서울특별시 광진구 화양동 48-19,0507-1388-2257,1
0,포크포크,0,"['돈까스', '돈냉면']",서울특별시 광진구 화양동 5-95,02-466-5090,1
0,홍대돈부리,0,"['돈부리', '사케동']",서울시 광진구 화양동 2-39,0507-1366-0320,1
0,포항막회,0,"['막회', '물회']",서울특별시 광진구 화양동 8-50,0507-1402-1386,1
0,릴리베이커리,0,"['빵', '빵집']",서울특별시 광진구 화양동 11-30,02-469-0888,1
0,노랑통닭 건대점,0,"['치킨', '마늘치킨']",서울특별시 광진구 화양동 9-48,0507-1447-2416,1
0,돕감자탕,0,"['감자탕', '뼈찜']",서울특별시 광진구 화양동 9-22,0507-1318-2838,1
0,밀피,0,"['카페', '크로플']",서울특별시 광진구 화양동 5-99,0507-1353-8003,1
0,홍도초밥,0,['스시'],서울특별시 광진구 화양동 10-24,0507-1352-1217,1
