name,category,sub_category,address,contact,platform,url,opneing_hours
오늘,2,요리주점,서울 광진구 아차산로73길 29 1층 오늘,0507-1311-7944,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/220603029?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 11:00 - 24:00 14:00 - 17:00 브레이크타임', '수 11:00 - 24:00 14:00 - 17:00 브레이크타임', '목 11:00 - 24:00 14:00 - 17:00 브레이크타임', '금 11:00 - 24:00 14:00 - 17:00 브레이크타임', '토 11:00 - 24:00 14:00 - 17:00 브레이크타임', '일 11:00 - 24:00 14:00 - 17:00 브레이크타임', '월 11:00 - 24:00 14:00 - 17:00 브레이크타임']"
그랜드 워커힐 서울 클럽 라운지앤바,2,바(BAR),서울 광진구 워커힐로 177 그랜드 워커힐 서울 16층,02-2022-0333,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/914599449?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 21:00 - 01:00']
La Nuit 라뉘 와인바,2,와인,서울 광진구 광나루로 595 자이아파트 상가 1층 7호,0507-1378-0603,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1171868432?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 18:00 - 01:00 23:30 라스트오더', '수 18:00 - 01:00 23:30 라스트오더', '목 18:00 - 01:00 23:30 라스트오더', '금 18:00 - 01:00 23:30 라스트오더', '토 18:00 - 01:00 23:30 라스트오더', '일 정기휴무 (매주 일요일)', '월 18:00 - 01:00 23:30 라스트오더']"
sound ON the pub,2,"맥주,호프",서울 광진구 광장로 47,,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1281164552?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:00 - 24:00', '수 17:00 - 24:00', '목 17:00 - 24:00', '금 17:00 - 24:00', '토 17:00 - 24:00', '일 17:00 - 24:00', '월 17:00 - 24:00']"
리버노래방,2,단란주점,서울 광진구 아차산로76가길 11 지층,0507-1396-3034,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1781909603?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 16:00 - 05:00']
한강썸라이브,2,단란주점,서울 광진구 아차산로76길 32,02-458-1919,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1419891935?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",[]
송앤푸드,2,단란주점,서울 광진구 아차산로78길 162,02-444-7743,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1824559977?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",[]
힐링,2,단란주점,서울 광진구 아차산로78길 177,02-455-1818,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1360382842?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",[]
한강카페,2,"맥주,호프",서울 광진구 아차산로78길 169,,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1695852792?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",[]
리치 단란주점,2,단란주점,서울 광진구 아차산로78길 182,031-454-4952,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1565572474?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",[]
로바타니카이,2,이자카야,서울 광진구 아차산로51길 39 2층,0507-1356-5223,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1041946375?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 18:00 - 01:00 00:00 라스트오더', '수 18:00 - 01:00 00:00 라스트오더', '목 18:00 - 01:00 00:00 라스트오더', '금 18:00 - 01:00 00:00 라스트오더', '토 18:00 - 01:00 00:00 라스트오더', '일 18:00 - 01:00 00:00 라스트오더', '월 18:00 - 01:00 00:00 라스트오더']"
현심야식당,2,이자카야,서울 광진구 자양로43길 61 1층,0507-1303-3414,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1440210891?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:00 - 02:00', '수 17:00 - 02:00', '목 17:00 - 02:00', '금 17:00 - 03:00', '토 17:00 - 03:00', '일 17:00 - 02:00', '월 17:00 - 02:00']"
한술상,2,이자카야,서울 광진구 아차산로51길 51 1층,0507-1469-0997,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1770945675?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:00 - 01:00', '수 17:00 - 01:00', '목 17:00 - 01:00', '금 17:00 - 02:00', '토 17:00 - 02:00', '일 17:00 - 01:00', '월 17:00 - 01:00']"
킹리,2,요리주점,서울 광진구 아차산로57길 10-1 1층,0507-1424-7869,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1843118249?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:00 - 24:00', '수 17:00 - 24:00', '목 17:00 - 24:00', '금 17:00 - 01:00', '토 17:00 - 01:00', '일 17:00 - 24:00', '월 정기휴무 (매주 월요일)']"
한토리,2,이자카야,서울 광진구 자양로18길 77 1층 한토리,0507-1354-0997,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1614137698?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:00 - 01:00', '수 17:00 - 01:00', '목 17:00 - 01:00', '금 17:00 - 02:00', '토 17:00 - 02:00', '일 17:00 - 01:00', '월 17:00 - 01:00']"
아쿠슈,2,이자카야,서울 광진구 아차산로55길 27 1층,010-8748-4854,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/639250238?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:00 - 01:00', '수 17:00 - 01:00', '목 17:00 - 01:00', '금 17:00 - 02:00', '토 17:00 - 02:00', '일 17:00 - 01:00', '월 17:00 - 01:00']"
이씨주방,2,요리주점,"서울 광진구 아차산로 431 1동 110호 이룩헤어,살롱드92 뒤편입니다.",0507-1363-9391,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1505829350?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:00 - 01:00 23:30 라스트오더', '수 17:00 - 01:00 23:30 라스트오더', '목 17:00 - 01:00 23:30 라스트오더', '금 17:00 - 01:00 23:30 라스트오더', '토 17:00 - 01:00 23:30 라스트오더', '일 정기휴무 (매주 일요일)', '월 17:00 - 01:00 23:30 라스트오더']"
쿠시요코,2,이자카야,서울 광진구 아차산로51길 73 1층,0507-1491-0998,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1967978554?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:00 - 02:00', '수 17:00 - 02:00', '목 17:00 - 02:00', '금 17:00 - 03:00', '토 17:00 - 03:00', '일 17:00 - 02:00', '월 17:00 - 02:00']"
토리키치 아차산역점,2,이자카야,서울 광진구 자양로43길 57 1층 101호,02-458-0572,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1175693780?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:00 - 02:00', '수 17:00 - 02:00', '목 17:00 - 02:00', '금 17:00 - 02:00', '토 17:00 - 02:00', '일 17:00 - 02:00', '월 17:00 - 02:00']"
이자카야 이옌,2,이자카야,서울 광진구 아차산로51길 78 1층,0507-1341-8328,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1835517637?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:00 - 02:00 01:00 라스트오더', '수 17:00 - 02:00 01:00 라스트오더', '목 17:00 - 02:00 01:00 라스트오더', '금 17:00 - 03:00 02:00 라스트오더', '토 17:00 - 03:00 02:00 라스트오더', '일 17:00 - 02:00 01:00 라스트오더', '월 정기휴무 (매주 월요일)']"
주하객잔 구의점,2,요리주점,서울 광진구 아차산로57길 5-1 1층,0507-1383-9891,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1163203529?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:00 - 02:00', '수 17:00 - 02:00', '목 17:00 - 02:00', '금 17:00 - 02:00', '토 17:00 - 02:00', '일 17:00 - 02:00', '월 17:00 - 02:00']"
모던잡방 본점,2,"맥주,호프",서울 광진구 아차산로57길 10 1층,0507-1489-0071,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1864690615?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:30 - 01:00 00:15 라스트오더', '수 17:30 - 01:00 00:15 라스트오더', '목 17:30 - 01:00 00:15 라스트오더', '금 17:30 - 02:00 01:15 라스트오더', '토 17:30 - 02:00 01:15 라스트오더', '일(4/7) 정기휴무 (매달 1번째 일요일)', '월 17:30 - 01:00 00:15 라스트오더', '매달 1번째 일요일 정기 휴무']"
다이닝야경 구의점,2,이자카야,서울 광진구 아차산로49길 27 1층,070-8657-0028,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1077631607?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:00 - 02:00', '수 17:00 - 02:00', '목 17:00 - 02:00', '금 17:00 - 03:00', '토 17:00 - 03:00', '일 정기휴무 (매주 일요일)', '월 17:00 - 02:00']"
청춘맥주,2,"맥주,호프",서울 광진구 천호대로127길 19 1층,0507-1484-0990,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1244687441?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 18:00 - 02:00 01:30 라스트오더', '수 18:00 - 02:00 01:30 라스트오더', '목 18:00 - 02:00 01:30 라스트오더', '금 18:00 - 02:00 01:30 라스트오더', '토 18:00 - 02:00 01:30 라스트오더', '일 18:00 - 02:00 01:30 라스트오더', '월 정기휴무 (매주 월요일)']"
골목료리집,2,요리주점,서울 광진구 아차산로 395 골목료리집,0507-1321-7618,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1248770204?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:00 - 04:00', '수 17:00 - 04:00', '목 17:00 - 04:00', '금 17:00 - 04:00', '토 17:00 - 04:00', '일 17:00 - 04:00', '월 정기휴무 (매주 월요일)']"
꼴목,2,포장마차,서울 광진구 아차산로51길 33 1층 꼴목,070-4833-8163,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1135749990?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 16:00 - 07:30']
달빛 달팽이,2,요리주점,서울 광진구 자양로43길 87 1층 달빛 달팽이,0507-1305-4524,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1725815109?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:00 - 01:00 00:00 라스트오더', '수 17:00 - 01:00 00:00 라스트오더', '목 17:00 - 01:00 00:00 라스트오더', '금 17:00 - 02:00 01:00 라스트오더', '토 17:00 - 02:00 01:00 라스트오더', '일 17:00 - 24:00 23:00 라스트오더', '월 17:00 - 01:00 00:00 라스트오더']"
소주기행,2,요리주점,서울 광진구 구의로 9 지하,02-456-5669,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1406895819?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 16:00 - 02:30', '수 16:00 - 02:30', '목 16:00 - 02:30', '금 16:00 - 04:00', '토 16:00 - 04:00', '일 16:00 - 02:30', '월 16:00 - 02:30']"
강변역포장마차8번,2,술집,서울 광진구 광나루로56길 86,,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1944478477?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",[]
선옥,2,요리주점,서울 광진구 용마산로2길 15 1층,0507-1326-5383,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1922198195?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 18:00 - 02:00 01:00 라스트오더', '수 18:00 - 02:00 01:00 라스트오더', '목 18:00 - 02:00 01:00 라스트오더', '금 18:00 - 02:00 01:00 라스트오더', '토 18:00 - 02:00 01:00 라스트오더', '일 정기휴무 (매주 일요일)', '월 18:00 - 02:00 01:00 라스트오더']"
더펍사운드온 강변점,2,"맥주,호프",서울 광진구 구의강변로 106 1층 111-1호,02-456-9190,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1017611657?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:00 - 24:00 23:30 라스트오더', '수 17:00 - 24:00 23:30 라스트오더', '목 17:00 - 24:00 23:30 라스트오더', '금 17:00 - 24:00 23:30 라스트오더', '토 17:00 - 24:00 23:30 라스트오더', '일 17:00 - 23:00 22:30 라스트오더', '월 17:00 - 24:00 23:30 라스트오더']"
뉴문 한식주점,2,요리주점,서울 광진구 자양로 242 1층 102호,0507-1392-9037,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1084007915?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:00 - 01:00 00:00 라스트오더', '수 17:00 - 01:00 00:00 라스트오더', '목 17:00 - 01:00 00:00 라스트오더', '금 17:00 - 01:00 00:00 라스트오더', '토 17:00 - 01:00 00:00 라스트오더', '일 정기휴무 (매주 일요일)', '월 17:00 - 01:00 00:00 라스트오더']"
비스트로 아차,2,요리주점,서울 광진구 자양로42길 3 비스트로아차(BistroAcha),0507-1378-2789,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1775276861?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 10:30 - 01:00 23:30 라스트오더', '수 10:30 - 01:00 23:30 라스트오더', '목 10:30 - 01:00 23:30 라스트오더', '금 10:30 - 01:00 23:30 라스트오더', '토 10:30 - 01:00 23:30 라스트오더', '일 정기휴무 (매주 일요일)', '월 10:30 - 01:00 23:30 라스트오더']"
역전할머니맥주 구의점,2,"맥주,호프",서울 광진구 아차산로51길 36,02-455-4769,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1208854457?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 16:00 - 02:00 01:20 라스트오더', '수 16:00 - 02:00 01:20 라스트오더', '목 16:00 - 02:00 01:20 라스트오더', '금 16:00 - 03:00 02:20 라스트오더', '토 16:00 - 03:00 02:20 라스트오더', '일 16:00 - 02:00 01:20 라스트오더', '월 16:00 - 02:00 01:20 라스트오더']"
맥쏘,2,"맥주,호프",서울 광진구 능동로 391 2층,0507-1420-1247,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1936994469?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:45 - 02:00 01:20 라스트오더', '수 17:45 - 02:00 01:20 라스트오더', '목 17:45 - 02:00 01:20 라스트오더', '금 17:00 - 03:00 02:20 라스트오더', '토 17:00 - 03:00 02:20 라스트오더', '일 17:00 - 03:00 02:20 라스트오더', '월 17:45 - 02:00 01:20 라스트오더']"
철길부산집 구의점,2,이자카야,서울 광진구 아차산로51길 58 1층,0507-1407-1255,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1970679196?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 17:00 - 03:00 02:00 라스트오더', '수 17:00 - 03:00 02:00 라스트오더', '목 17:00 - 03:00 02:00 라스트오더', '금 18:00 - 05:00 04:00 라스트오더', '토 18:00 - 05:00 04:00 라스트오더', '일 17:00 - 03:00 02:00 라스트오더', '월 17:00 - 03:00 02:00 라스트오더']"
금별맥주 구의점,2,"맥주,호프",서울 광진구 자양로18길 41 1층 금별맥주,0507-1339-1639,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1214561142?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 16:00 - 02:00', '수 16:00 - 02:00', '목 16:00 - 02:00', '금 16:00 - 02:00', '토 16:00 - 02:00', '일 정기휴무 (매주 일요일)', '월 16:00 - 02:00']"
토리아에즈,2,이자카야,서울 광진구 구의로 14,02-453-6587,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1213680980?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 18:00 - 02:00 01:00 라스트오더', '수 18:00 - 02:00 01:00 라스트오더', '목 18:00 - 02:00 01:00 라스트오더', '금 18:00 - 02:00 01:00 라스트오더', '토 18:00 - 02:00 01:00 라스트오더', '일 18:00 - 02:00 01:00 라스트오더', '월 18:00 - 02:00 01:00 라스트오더']"
구의타다끼,2,요리주점,서울 광진구 아차산로51길 23 2층,0507-1390-6092,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%8F%99%20%EC%88%A0%EC%A7%91/place/1313691210?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화(4/2) 휴무', '수(4/3) 휴무', '목(4/4) 휴무', '금(4/5) 휴무', '토(4/6) 휴무', '일(4/7) 휴무', '월(4/8) 휴무', '03/31-04/18 휴무']"
